Date,Open,High,Low,Close
07/15/2019,"3,017.80","3,017.80","3,008.77","3,014.30"
07/12/2019,"3,003.36","3,013.92","3,001.87","3,013.77"
07/11/2019,"2,999.62","3,002.33","2,988.80","2,999.91"
07/10/2019,"2,989.30","3,002.98","2,984.62","2,993.07"
07/09/2019,"2,965.52","2,981.90","2,963.44","2,979.63"
07/08/2019,"2,979.77","2,980.76","2,970.09","2,975.95"
07/05/2019,"2,984.25","2,994.03","2,967.97","2,990.41"
07/03/2019,"2,978.08","2,995.84","2,977.96","2,995.82"
07/02/2019,"2,964.66","2,973.21","2,955.92","2,973.01"
07/01/2019,"2,971.41","2,977.93","2,952.22","2,964.33"
06/28/2019,"2,932.94","2,943.98","2,929.05","2,941.76"
06/27/2019,"2,919.66","2,929.30","2,918.57","2,924.92"
06/26/2019,"2,926.07","2,932.59","2,912.99","2,913.78"
06/25/2019,"2,945.78","2,946.52","2,916.01","2,917.38"
06/24/2019,"2,951.42","2,954.92","2,944.05","2,945.35"
06/21/2019,"2,952.71","2,964.15","2,946.87","2,950.46"
06/20/2019,"2,949.60","2,958.06","2,931.50","2,954.18"
06/19/2019,"2,920.55","2,931.74","2,911.43","2,926.46"
06/18/2019,"2,906.71","2,930.79","2,905.44","2,917.75"
06/17/2019,"2,889.75","2,897.27","2,887.30","2,889.67"
06/14/2019,"2,886.82","2,894.45","2,879.62","2,886.98"
06/13/2019,"2,886.24","2,895.24","2,881.99","2,891.64"
06/12/2019,"2,882.73","2,888.57","2,874.68","2,879.84"
06/11/2019,"2,903.27","2,910.61","2,878.53","2,885.72"
06/10/2019,"2,885.83","2,904.77","2,885.51","2,886.73"
06/07/2019,"2,852.87","2,884.97","2,852.87","2,873.34"
06/06/2019,"2,828.51","2,852.10","2,822.45","2,843.49"
06/05/2019,"2,818.09","2,827.28","2,800.92","2,826.15"
06/04/2019,"2,762.64","2,804.49","2,762.64","2,803.27"
06/03/2019,"2,751.53","2,763.07","2,728.81","2,744.45"
05/31/2019,"2,766.15","2,768.98","2,750.52","2,752.06"
05/30/2019,"2,786.94","2,799.00","2,776.74","2,788.86"
05/29/2019,"2,790.25","2,792.03","2,766.06","2,783.02"
05/28/2019,"2,830.03","2,840.51","2,801.58","2,802.39"
05/24/2019,"2,832.41","2,841.36","2,820.19","2,826.06"
05/23/2019,"2,836.70","2,836.70","2,805.49","2,822.24"
05/22/2019,"2,856.06","2,865.47","2,851.11","2,856.27"
05/21/2019,"2,854.02","2,868.88","2,854.02","2,864.36"
05/20/2019,"2,841.94","2,853.86","2,831.29","2,840.23"
05/17/2019,"2,858.60","2,885.48","2,854.23","2,859.53"
05/16/2019,"2,855.80","2,892.15","2,855.80","2,876.32"
05/15/2019,"2,820.38","2,858.68","2,815.08","2,850.96"
05/14/2019,"2,820.12","2,852.54","2,820.12","2,834.41"
05/13/2019,"2,840.19","2,840.19","2,801.43","2,811.87"
05/10/2019,"2,863.10","2,891.31","2,825.39","2,881.40"
05/09/2019,"2,859.84","2,875.97","2,836.40","2,870.72"
05/08/2019,"2,879.61","2,897.96","2,873.28","2,879.42"
05/07/2019,"2,913.03","2,913.03","2,862.60","2,884.05"
05/06/2019,"2,908.89","2,937.32","2,898.21","2,932.47"
05/03/2019,"2,929.21","2,947.85","2,929.21","2,945.64"
05/02/2019,"2,922.16","2,931.68","2,900.50","2,917.52"
05/01/2019,"2,952.33","2,954.13","2,923.36","2,923.73"
04/30/2019,"2,937.14","2,948.22","2,924.11","2,945.83"
04/29/2019,"2,940.58","2,949.52","2,939.35","2,943.03"
04/26/2019,"2,925.81","2,939.88","2,917.56","2,939.88"
04/25/2019,"2,928.99","2,933.10","2,912.84","2,926.17"
04/24/2019,"2,934.00","2,936.83","2,926.05","2,927.25"
04/23/2019,"2,909.99","2,936.31","2,908.53","2,933.68"
04/22/2019,"2,898.78","2,909.51","2,896.35","2,907.97"
04/18/2019,"2,904.81","2,908.40","2,891.90","2,905.03"
04/17/2019,"2,916.04","2,918.00","2,895.45","2,900.45"
04/16/2019,"2,912.26","2,916.06","2,900.71","2,907.06"
04/15/2019,"2,908.32","2,909.60","2,896.48","2,905.58"
04/12/2019,"2,900.86","2,910.54","2,898.37","2,907.41"
04/11/2019,"2,891.92","2,893.42","2,881.99","2,888.32"
04/10/2019,"2,881.37","2,889.71","2,879.13","2,888.21"
04/09/2019,"2,886.58","2,886.88","2,873.33","2,878.20"
04/08/2019,"2,888.46","2,895.95","2,880.78","2,895.77"
04/05/2019,"2,884.16","2,893.24","2,882.99","2,892.74"
04/04/2019,"2,873.99","2,881.28","2,867.14","2,879.39"
04/03/2019,"2,876.09","2,885.25","2,865.17","2,873.40"
04/02/2019,"2,868.24","2,872.90","2,858.75","2,867.24"
04/01/2019,"2,848.63","2,869.40","2,848.63","2,867.19"
03/29/2019,"2,828.27","2,836.03","2,819.23","2,834.40"
03/28/2019,"2,809.40","2,819.71","2,798.77","2,815.44"
03/27/2019,"2,819.72","2,825.56","2,787.72","2,805.37"
03/26/2019,"2,812.66","2,829.87","2,803.99","2,818.46"
03/25/2019,"2,796.01","2,809.79","2,785.02","2,798.36"
03/22/2019,"2,844.52","2,846.16","2,800.47","2,800.71"
03/21/2019,"2,819.72","2,860.31","2,817.38","2,854.88"
03/20/2019,"2,831.34","2,843.54","2,812.43","2,824.23"
03/19/2019,"2,840.76","2,852.42","2,823.27","2,832.57"
03/18/2019,"2,822.61","2,835.41","2,821.99","2,832.94"
03/15/2019,"2,810.79","2,830.73","2,810.79","2,822.48"
03/14/2019,"2,810.38","2,815.00","2,803.46","2,808.48"
03/13/2019,"2,799.78","2,821.24","2,799.78","2,810.92"
03/12/2019,"2,787.34","2,798.32","2,786.73","2,791.52"
03/11/2019,"2,747.61","2,784.00","2,747.61","2,783.30"
03/08/2019,"2,730.79","2,744.13","2,722.27","2,743.07"
03/07/2019,"2,766.53","2,767.25","2,739.09","2,748.93"
03/06/2019,"2,790.27","2,790.27","2,768.69","2,771.45"
03/05/2019,"2,794.41","2,796.44","2,782.97","2,789.65"
03/04/2019,"2,814.37","2,816.88","2,767.66","2,792.81"
03/01/2019,"2,798.22","2,808.02","2,787.38","2,803.69"
02/28/2019,"2,788.11","2,793.73","2,782.51","2,784.49"
02/27/2019,"2,787.50","2,795.76","2,775.13","2,792.38"
02/26/2019,"2,792.36","2,803.12","2,789.47","2,793.90"
02/25/2019,"2,804.35","2,813.49","2,794.99","2,796.11"
02/22/2019,"2,780.67","2,794.20","2,779.11","2,792.67"
02/21/2019,"2,780.24","2,781.58","2,764.55","2,774.88"
02/20/2019,"2,779.05","2,789.88","2,774.06","2,784.70"
02/19/2019,"2,769.28","2,787.33","2,767.29","2,779.76"
02/15/2019,"2,760.24","2,775.66","2,760.24","2,775.60"
02/14/2019,"2,743.50","2,757.90","2,731.23","2,745.73"
02/13/2019,"2,750.30","2,761.85","2,748.63","2,753.03"
02/12/2019,"2,722.61","2,748.19","2,722.61","2,744.73"
02/11/2019,"2,712.40","2,718.05","2,703.79","2,709.80"
02/08/2019,"2,692.36","2,708.07","2,681.83","2,707.88"
02/07/2019,"2,717.53","2,719.32","2,687.26","2,706.05"
02/06/2019,"2,735.05","2,738.08","2,724.15","2,731.61"
02/05/2019,"2,728.34","2,738.98","2,724.03","2,737.70"
02/04/2019,"2,706.49","2,724.99","2,698.75","2,724.87"
02/01/2019,"2,702.32","2,716.66","2,696.88","2,706.53"
01/31/2019,"2,685.49","2,708.95","2,678.65","2,704.10"
01/30/2019,"2,653.62","2,690.44","2,648.34","2,681.05"
01/29/2019,"2,644.89","2,650.93","2,631.05","2,640.00"
01/28/2019,"2,644.97","2,644.97","2,624.06","2,643.85"
01/25/2019,"2,657.44","2,672.38","2,657.33","2,664.76"
01/24/2019,"2,638.84","2,647.20","2,627.01","2,642.33"
01/23/2019,"2,643.48","2,653.19","2,612.86","2,638.70"
01/22/2019,"2,657.88","2,657.88","2,617.27","2,632.90"
01/18/2019,"2,651.27","2,675.47","2,647.58","2,670.71"
01/17/2019,"2,609.28","2,645.06","2,606.36","2,635.96"
01/16/2019,"2,614.75","2,625.76","2,612.68","2,616.10"
01/15/2019,"2,585.10","2,613.08","2,585.10","2,610.30"
01/14/2019,"2,580.31","2,589.32","2,570.41","2,582.61"
01/11/2019,"2,588.11","2,596.27","2,577.40","2,596.26"
01/10/2019,"2,573.51","2,597.82","2,562.02","2,596.64"
01/09/2019,"2,580.00","2,595.32","2,568.89","2,584.96"
01/08/2019,"2,568.11","2,579.82","2,547.56","2,574.41"
01/07/2019,"2,535.61","2,566.16","2,524.56","2,549.69"
01/04/2019,"2,474.33","2,538.07","2,474.33","2,531.94"
01/03/2019,"2,491.92","2,493.14","2,443.96","2,447.89"
01/02/2019,"2,476.96","2,519.49","2,467.47","2,510.03"
12/31/2018,"2,498.94","2,509.24","2,482.82","2,506.85"
12/28/2018,"2,498.77","2,520.27","2,472.89","2,485.74"
12/27/2018,"2,442.50","2,489.10","2,397.94","2,488.83"
12/26/2018,"2,363.12","2,467.76","2,346.58","2,467.70"
12/24/2018,"2,400.56","2,410.34","2,351.10","2,351.10"
12/21/2018,"2,465.38","2,504.41","2,408.55","2,416.62"
12/20/2018,"2,496.77","2,509.63","2,441.18","2,467.42"
12/19/2018,"2,547.05","2,585.29","2,488.96","2,506.96"
12/18/2018,"2,559.90","2,573.99","2,528.71","2,546.16"
12/17/2018,"2,590.75","2,601.13","2,530.54","2,545.94"
12/14/2018,"2,629.68","2,635.07","2,593.84","2,599.95"
12/13/2018,"2,658.70","2,670.19","2,637.27","2,650.54"
12/12/2018,"2,658.23","2,685.44","2,650.26","2,651.07"
12/11/2018,"2,664.44","2,674.35","2,621.30","2,636.78"
12/10/2018,"2,630.86","2,647.51","2,583.23","2,637.72"
12/07/2018,"2,691.26","2,708.54","2,623.14","2,633.08"
12/06/2018,"2,663.51","2,696.15","2,621.53","2,695.95"
12/04/2018,"2,782.43","2,785.93","2,697.18","2,700.06"
12/03/2018,"2,790.50","2,800.18","2,773.38","2,790.37"
11/30/2018,"2,737.76","2,760.88","2,732.76","2,760.17"
11/29/2018,"2,736.97","2,753.75","2,722.94","2,737.76"
11/28/2018,"2,691.45","2,744.00","2,684.38","2,743.79"
11/27/2018,"2,663.75","2,682.53","2,655.89","2,682.17"
11/26/2018,"2,649.97","2,674.35","2,649.97","2,673.45"
11/23/2018,"2,633.36","2,647.55","2,631.09","2,632.56"
11/21/2018,"2,657.74","2,670.73","2,649.82","2,649.93"
11/20/2018,"2,654.60","2,669.44","2,631.52","2,641.89"
11/19/2018,"2,730.74","2,733.16","2,681.09","2,690.73"
11/16/2018,"2,718.54","2,746.75","2,712.16","2,736.27"
11/15/2018,"2,693.52","2,735.38","2,670.75","2,730.20"
11/14/2018,"2,737.90","2,746.80","2,685.75","2,701.58"
11/13/2018,"2,730.05","2,754.60","2,714.98","2,722.18"
11/12/2018,"2,773.93","2,775.99","2,722.00","2,726.22"
11/09/2018,"2,794.10","2,794.10","2,764.24","2,781.01"
11/08/2018,"2,806.38","2,814.75","2,794.99","2,806.83"
11/07/2018,"2,774.13","2,815.15","2,774.13","2,813.89"
11/06/2018,"2,738.40","2,756.82","2,737.08","2,755.45"
11/05/2018,"2,726.37","2,744.27","2,717.94","2,738.31"
11/02/2018,"2,745.45","2,756.55","2,700.44","2,723.06"
11/01/2018,"2,717.58","2,741.67","2,708.85","2,740.37"
10/31/2018,"2,705.60","2,736.69","2,705.60","2,711.74"
10/30/2018,"2,640.68","2,685.43","2,635.34","2,682.63"
10/29/2018,"2,682.65","2,706.85","2,603.54","2,641.25"
10/26/2018,"2,667.86","2,692.38","2,628.16","2,658.69"
10/25/2018,"2,674.88","2,722.70","2,667.84","2,705.57"
10/24/2018,"2,737.87","2,742.59","2,651.89","2,656.10"
10/23/2018,"2,721.03","2,753.59","2,691.43","2,740.69"
10/22/2018,"2,773.94","2,778.94","2,749.22","2,755.88"
10/19/2018,"2,775.66","2,797.77","2,760.27","2,767.78"
10/18/2018,"2,802.00","2,806.04","2,755.18","2,768.78"
10/17/2018,"2,811.67","2,816.94","2,781.81","2,809.21"
10/16/2018,"2,767.05","2,813.46","2,766.91","2,809.92"
10/15/2018,"2,763.83","2,775.99","2,749.03","2,750.79"
10/12/2018,"2,770.54","2,775.77","2,729.44","2,767.13"
10/11/2018,"2,776.87","2,795.14","2,710.51","2,728.37"
10/10/2018,"2,873.90","2,874.02","2,784.86","2,785.68"
10/09/2018,"2,882.51","2,894.83","2,874.27","2,880.34"
10/08/2018,"2,877.53","2,889.45","2,862.08","2,884.43"
10/05/2018,"2,902.54","2,909.64","2,869.29","2,885.57"
10/04/2018,"2,919.35","2,919.78","2,883.92","2,901.61"
10/03/2018,"2,931.69","2,939.86","2,921.36","2,925.51"
10/02/2018,"2,923.80","2,931.42","2,919.37","2,923.43"
10/01/2018,"2,926.29","2,937.06","2,917.91","2,924.59"
09/28/2018,"2,910.03","2,920.53","2,907.50","2,913.98"
09/27/2018,"2,911.65","2,927.22","2,909.27","2,914.00"
09/26/2018,"2,916.98","2,931.15","2,903.28","2,905.97"
09/25/2018,"2,921.75","2,923.95","2,913.70","2,915.56"
09/24/2018,"2,921.83","2,923.79","2,912.63","2,919.37"
09/21/2018,"2,936.76","2,940.91","2,927.11","2,929.67"
09/20/2018,"2,919.73","2,934.80","2,919.73","2,930.75"
09/19/2018,"2,906.60","2,912.36","2,903.82","2,907.95"
09/18/2018,"2,890.74","2,911.17","2,890.43","2,904.31"
09/17/2018,"2,903.83","2,904.65","2,886.16","2,888.80"
09/14/2018,"2,906.38","2,908.30","2,895.77","2,904.98"
09/13/2018,"2,896.85","2,906.76","2,896.39","2,904.18"
09/12/2018,"2,888.29","2,894.65","2,879.20","2,888.92"
09/11/2018,"2,871.57","2,892.52","2,866.78","2,887.89"
09/10/2018,"2,881.39","2,886.93","2,875.94","2,877.13"
09/07/2018,"2,868.26","2,883.81","2,864.12","2,871.68"
09/06/2018,"2,888.64","2,892.05","2,867.29","2,878.05"
09/05/2018,"2,891.59","2,894.21","2,876.92","2,888.60"
09/04/2018,"2,896.96","2,900.18","2,885.13","2,896.72"
08/31/2018,"2,898.37","2,906.32","2,891.73","2,901.52"
08/30/2018,"2,908.94","2,912.46","2,895.22","2,901.13"
08/29/2018,"2,900.62","2,916.50","2,898.40","2,914.04"
08/28/2018,"2,901.45","2,903.77","2,893.50","2,897.52"
08/27/2018,"2,884.69","2,898.25","2,884.69","2,896.74"
